location,section,level / floor,trade,state,start_date,complete_date,capture_date,building
STORAGE 104,C,1,In Wall Insulation,in-progress,,,2025/08/01,STORAGE 104
STORAGE 104,C,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,STORAGE 104
STORAGE 104,C,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,STORAGE 104
STORAGE 104,C,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,STORAGE 104
STORAGE 104,C,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,STORAGE 104
STORAGE 104,C,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,STORAGE 104
ADMIN ASSISTANT 125,C,1,Wall Drywall,complete,,2025/08/01,2025/08/01,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,In Wall Insulation,in-progress,,,2025/08/01,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,ADMIN ASSISTANT 125
RECEPTION 101,B,1,Wall Drywall,in-progress,,,2025/08/01,RECEPTION 101
RECEPTION 101,B,1,In Wall Insulation,in-progress,,,2025/08/01,RECEPTION 101
RECEPTION 101,B,1,Overhead Plumbing,in-progress,,,2025/08/01,RECEPTION 101
RECEPTION 101,B,1,Wall Drywall Finish,in-progress,,,2025/08/01,RECEPTION 101
RECEPTION 101,B,1,Overhead Duct Insulation,in-progress,,,2025/08/01,RECEPTION 101
RECEPTION 101,B,1,Overhead Duct Rough In,in-progress,,,2025/08/01,RECEPTION 101
RECEPTION 101,B,1,Wall Prime Paint,in-progress,,,2025/08/01,RECEPTION 101
SALLY PORT 105,B,1,Wall Drywall,in-progress,,,2025/08/01,SALLY PORT 105
SALLY PORT 105,B,1,In Wall Insulation,in-progress,,,2025/08/01,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Plumbing,in-progress,,,2025/08/01,SALLY PORT 105
SALLY PORT 105,B,1,Wall Drywall Finish,in-progress,,,2025/08/01,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Duct Insulation,in-progress,,,2025/08/01,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Duct Rough In,in-progress,,,2025/08/01,SALLY PORT 105
SALLY PORT 105,B,1,Wall Prime Paint,in-progress,,,2025/08/01,SALLY PORT 105
IT 115,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,IT 115
IT 115,B,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,IT 115
IT 115,B,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,IT 115
IT 115,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,IT 115
IT 115,B,1,Overhead Duct Insulation,in-progress,,,2025/08/01,IT 115
IT 115,B,1,Overhead Duct Rough In,in-progress,,,2025/08/01,IT 115
IT 115,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,IT 115
MIS SHREDDING 117,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,MIS SHREDDING 117
MIS SHREDDING 117,B,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,MIS SHREDDING 117
COPY/MAIL ROOM 114,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,COPY/MAIL ROOM 114
MAIN JANITORIAL111,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,In Wall Insulation,in-progress,,,2025/08/01,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,MAIN JANITORIAL111
MAIN ELECTRICAL ROOM 123,B,1,Wall Drywall,in-progress,,,2025/08/01,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,In Wall Insulation,in-progress,,,2025/08/01,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Plumbing,in-progress,,,2025/08/01,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Wall Drywall Finish,in-progress,,,2025/08/01,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Duct Insulation,in-progress,,,2025/08/01,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Duct Rough In,in-progress,,,2025/08/01,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Wall Prime Paint,in-progress,,,2025/08/01,MAIN ELECTRICAL ROOM 123
MECHANICAL ROOM 122,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,In Wall Insulation,in-progress,,,2025/08/01,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Plumbing,in-progress,,,2025/08/01,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Duct Insulation,in-progress,,,2025/08/01,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Duct Rough In,in-progress,,,2025/08/01,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,MECHANICAL ROOM 122
MACHINE ROOM 191,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,MACHINE ROOM 191
MACHINE ROOM 191,B,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Overhead Plumbing,in-progress,,,2025/08/01,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Overhead Duct Insulation,in-progress,,,2025/08/01,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Overhead Duct Rough In,in-progress,,,2025/08/01,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,MACHINE ROOM 191
INTERNAL AFFAIRS 119,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 119
FIRE RISER 178,A,1,Wall Drywall,in-progress,,,2025/08/01,FIRE RISER 178
FIRE RISER 178,A,1,In Wall Insulation,in-progress,,,2025/08/01,FIRE RISER 178
FIRE RISER 178,A,1,Overhead Plumbing,in-progress,,,2025/08/01,FIRE RISER 178
FIRE RISER 178,A,1,Wall Drywall Finish,in-progress,,,2025/08/01,FIRE RISER 178
FIRE RISER 178,A,1,Overhead Duct Insulation,in-progress,,,2025/08/01,FIRE RISER 178
FIRE RISER 178,A,1,Overhead Duct Rough In,in-progress,,,2025/08/01,FIRE RISER 178
FIRE RISER 178,A,1,Wall Prime Paint,in-progress,,,2025/08/01,FIRE RISER 178
LT 170,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,LT 170
LT 170,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,LT 170
LT 170,A,1,Overhead Plumbing,in-progress,,,2025/08/01,LT 170
LT 170,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,LT 170
LT 170,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,LT 170
LT 170,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,LT 170
LT 170,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,LT 170
SGT 171,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,SGT 171
SGT 171,A,1,In Wall Insulation,in-progress,,,2025/08/01,SGT 171
SGT 171,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,SGT 171
SGT 171,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,SGT 171
SGT 171,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,SGT 171
SGT 171,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,SGT 171
SGT 171,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,SGT 171
CPL 173,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,CPL 173
CPL 173,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,CPL 173
CPL 173,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,CPL 173
CPL 173,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,CPL 173
CPL 173,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,CPL 173
CPL 173,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,CPL 173
CPL 173,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,CPL 173
JUVENILE INTERVIEW 165,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Overhead Plumbing,in-progress,,,2025/08/01,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Overhead Duct Insulation,in-progress,,,2025/08/01,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,JUVENILE INTERVIEW 165
INTERVIEW / REVIEW ROOM 118,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,In Wall Insulation,in-progress,,,2025/08/01,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,INTERVIEW / REVIEW ROOM 118
INTERVIEW/ REVIEW ROOM 121,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,In Wall Insulation,in-progress,,,2025/08/01,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,INTERVIEW/ REVIEW ROOM 121
INTERNAL AFFAIRS 120,B,1,Wall Drywall,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Overhead Plumbing,in-progress,,,2025/08/01,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,INTERNAL AFFAIRS 120
SANE EXAM ROOM 168,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Overhead Plumbing,in-progress,,,2025/08/01,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Overhead Duct Insulation,in-progress,,,2025/08/01,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,SANE EXAM ROOM 168
SGT 172,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,SGT 172
SGT 172,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,SGT 172
SGT 172,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,SGT 172
SGT 172,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,SGT 172
SGT 172,A,1,Overhead Duct Insulation,in-progress,,,2025/08/01,SGT 172
SGT 172,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,SGT 172
SGT 172,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,SGT 172
CONFERENCE/WAR ROOM 163,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,In Wall Insulation,in-progress,,,2025/08/01,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,CONFERENCE/WAR ROOM 163
COLD CASE 175,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,COLD CASE 175
COLD CASE 175,A,1,In Wall Insulation,in-progress,,,2025/08/01,COLD CASE 175
COLD CASE 175,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,COLD CASE 175
COLD CASE 175,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,COLD CASE 175
COLD CASE 175,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,COLD CASE 175
COLD CASE 175,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,COLD CASE 175
COLD CASE 175,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,COLD CASE 175
CPL 174,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,CPL 174
CPL 174,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,CPL 174
CPL 174,A,1,Overhead Plumbing,in-progress,,,2025/08/01,CPL 174
CPL 174,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,CPL 174
CPL 174,A,1,Overhead Duct Insulation,in-progress,,,2025/08/01,CPL 174
CPL 174,A,1,Overhead Duct Rough In,in-progress,,,2025/08/01,CPL 174
CPL 174,A,1,Wall Prime Paint,in-progress,,,2025/08/01,CPL 174
COPY 176,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,COPY 176
COPY 176,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,COPY 176
COPY 176,A,1,Overhead Plumbing,in-progress,,,2025/08/01,COPY 176
COPY 176,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,COPY 176
COPY 176,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,COPY 176
COPY 176,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,COPY 176
COPY 176,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,COPY 176
SOFT INTERVIEW 162,A,1,Wall Drywall,in-progress,,,2025/08/01,SOFT INTERVIEW 162
SOFT INTERVIEW 162,A,1,In Wall Insulation,in-progress,,,2025/08/01,SOFT INTERVIEW 162
SOFT INTERVIEW 162,A,1,Overhead Plumbing,in-progress,,,2025/08/01,SOFT INTERVIEW 162
SOFT INTERVIEW 162,A,1,Wall Drywall Finish,in-progress,,,2025/08/01,SOFT INTERVIEW 162
SOFT INTERVIEW 162,A,1,Overhead Duct Insulation,in-progress,,,2025/08/01,SOFT INTERVIEW 162
SOFT INTERVIEW 162,A,1,Overhead Duct Rough In,in-progress,,,2025/08/01,SOFT INTERVIEW 162
SOFT INTERVIEW 162,A,1,Wall Prime Paint,in-progress,,,2025/08/01,SOFT INTERVIEW 162
SOFT INTERVIEW 161,A,1,Wall Drywall,in-progress,,,2025/08/01,SOFT INTERVIEW 161
SOFT INTERVIEW 161,A,1,In Wall Insulation,in-progress,,,2025/08/01,SOFT INTERVIEW 161
SOFT INTERVIEW 161,A,1,Overhead Plumbing,in-progress,,,2025/08/01,SOFT INTERVIEW 161
SOFT INTERVIEW 161,A,1,Wall Drywall Finish,in-progress,,,2025/08/01,SOFT INTERVIEW 161
SOFT INTERVIEW 161,A,1,Overhead Duct Insulation,in-progress,,,2025/08/01,SOFT INTERVIEW 161
SOFT INTERVIEW 161,A,1,Overhead Duct Rough In,in-progress,,,2025/08/01,SOFT INTERVIEW 161
SOFT INTERVIEW 161,A,1,Wall Prime Paint,in-progress,,,2025/08/01,SOFT INTERVIEW 161
GREETING ROOM 106,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,GREETING ROOM 106
GREETING ROOM 106,A,1,In Wall Insulation,in-progress,,,2025/08/01,GREETING ROOM 106
GREETING ROOM 106,A,1,Overhead Plumbing,in-progress,,,2025/08/01,GREETING ROOM 106
GREETING ROOM 106,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,GREETING ROOM 106
GREETING ROOM 106,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,GREETING ROOM 106
GREETING ROOM 106,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,GREETING ROOM 106
GREETING ROOM 106,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,GREETING ROOM 106
DRY STORAGE 146,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,DRY STORAGE 146
DRY STORAGE 146,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,DRY STORAGE 146
DRY STORAGE 146,A,1,Overhead Plumbing,in-progress,,,2025/08/01,DRY STORAGE 146
DRY STORAGE 146,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,DRY STORAGE 146
DRY STORAGE 146,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,DRY STORAGE 146
DRY STORAGE 146,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,DRY STORAGE 146
DRY STORAGE 146,A,1,Wall Prime Paint,in-progress,,,2025/08/01,DRY STORAGE 146
WAITING/LOBBY 100,B,1,Wall Drywall,in-progress,,,2025/08/01,WAITING/LOBBY 100
WAITING/LOBBY 100,B,1,In Wall Insulation,in-progress,,,2025/08/01,WAITING/LOBBY 100
WAITING/LOBBY 100,B,1,Overhead Plumbing,in-progress,,,2025/08/01,WAITING/LOBBY 100
WAITING/LOBBY 100,B,1,Wall Drywall Finish,in-progress,,,2025/08/01,WAITING/LOBBY 100
WAITING/LOBBY 100,B,1,Overhead Duct Insulation,in-progress,,,2025/08/01,WAITING/LOBBY 100
WAITING/LOBBY 100,B,1,Overhead Duct Rough In,in-progress,,,2025/08/01,WAITING/LOBBY 100
WAITING/LOBBY 100,B,1,Wall Prime Paint,in-progress,,,2025/08/01,WAITING/LOBBY 100
PUBLIC RESTROOM 106,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,PUBLIC RESTROOM 106
PUBLIC RESTROOM 106,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,PUBLIC RESTROOM 106
PUBLIC RESTROOM 106,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,PUBLIC RESTROOM 106
PUBLIC RESTROOM 106,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,PUBLIC RESTROOM 106
PUBLIC RESTROOM 106,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,PUBLIC RESTROOM 106
PUBLIC RESTROOM 106,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,PUBLIC RESTROOM 106
PUBLIC RESTROOM 106,A,1,Wall Prime Paint,in-progress,,,2025/08/01,PUBLIC RESTROOM 106
RECEPTION 147,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,RECEPTION 147
RECEPTION 147,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,RECEPTION 147
RECEPTION 147,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,RECEPTION 147
RECEPTION 147,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,RECEPTION 147
RECEPTION 147,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,RECEPTION 147
RECEPTION 147,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,RECEPTION 147
RECEPTION 147,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,RECEPTION 147
HR 154,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,HR 154
HR 154,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,HR 154
HR 154,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,HR 154
HR 154,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,HR 154
HR 154,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,HR 154
HR 154,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,HR 154
HR 154,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,HR 154
HR 155,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,HR 155
HR 155,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,HR 155
HR 155,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,HR 155
HR 155,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,HR 155
HR 155,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,HR 155
HR 155,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,HR 155
HR 155,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,HR 155
HR 156,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,HR 156
HR 156,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,HR 156
HR 156,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,HR 156
HR 156,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,HR 156
HR 156,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,HR 156
HR 156,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,HR 156
HR 156,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,HR 156
HR 157,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,HR 157
HR 157,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,HR 157
HR 157,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,HR 157
HR 157,A,1,Wall Drywall Finish,complete,,2025/08/01,2025/08/01,HR 157
HR 157,A,1,Overhead Duct Insulation,complete,,2025/08/01,2025/08/01,HR 157
HR 157,A,1,Overhead Duct Rough In,complete,,2025/08/01,2025/08/01,HR 157
HR 157,A,1,Wall Prime Paint,complete,,2025/08/01,2025/08/01,HR 157
CONFERENCE ROOM 153,A,1,Wall Drywall,complete,,2025/08/01,2025/08/01,CONFERENCE ROOM 153
CONFERENCE ROOM 153,A,1,In Wall Insulation,complete,,2025/08/01,2025/08/01,CONFERENCE ROOM 153
CONFERENCE ROOM 153,A,1,Overhead Plumbing,complete,,2025/08/01,2025/08/01,CONFERENCE ROOM 153
