location,section,level / floor,trade,state,start_date,complete_date,capture_date,building
UNISEX RESTROOM 169,A,1,Wall Drywall,in-progress,,,2025/04/11,UNISEX RESTROOM 169
UNISEX RESTROOM 169,A,1,In Wall Insulation,in-progress,,,2025/04/11,UNISEX RESTROOM 169
UNISEX RESTROOM 169,A,1,Overhead Plumbing,in-progress,,,2025/04/11,UNISEX RESTROOM 169
UNISEX RESTROOM 169,A,1,Wall Drywall Finish,in-progress,,,2025/04/11,UNISEX RESTROOM 169
UNISEX RESTROOM 169,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,UNISEX RESTROOM 169
UNISEX RESTROOM 169,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,UNISEX RESTROOM 169
UNISEX RESTROOM 169,A,1,Wall Prime Paint,in-progress,,,2025/04/11,UNISEX RESTROOM 169
CORRIDOR 181,D,1,Wall Drywall,in-progress,,,2025/04/11,CORRIDOR 181
CORRIDOR 181,D,1,In Wall Insulation,in-progress,,,2025/04/11,CORRIDOR 181
CORRIDOR 181,D,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR 181
CORRIDOR 181,D,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR 181
CORRIDOR 181,D,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR 181
CORRIDOR 181,D,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR 181
CORRIDOR 181,D,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR 181
RESTROOM 183,C,1,Wall Drywall,in-progress,,,2025/04/11,RESTROOM 183
RESTROOM 183,C,1,In Wall Insulation,in-progress,,,2025/04/11,RESTROOM 183
RESTROOM 183,C,1,Overhead Plumbing,in-progress,,,2025/04/11,RESTROOM 183
RESTROOM 183,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,RESTROOM 183
RESTROOM 183,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,RESTROOM 183
RESTROOM 183,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,RESTROOM 183
RESTROOM 183,C,1,Wall Prime Paint,in-progress,,,2025/04/11,RESTROOM 183
CORRIDOR 108,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Wall Drywall,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,In Wall Insulation,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR 108
CORRIDOR 108,B,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR 108
MENS RESTROOM 112,B,1,Wall Drywall,in-progress,,,2025/04/11,MENS RESTROOM 112
MENS RESTROOM 112,B,1,In Wall Insulation,in-progress,,,2025/04/11,MENS RESTROOM 112
MENS RESTROOM 112,B,1,Overhead Plumbing,in-progress,,,2025/04/11,MENS RESTROOM 112
MENS RESTROOM 112,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,MENS RESTROOM 112
MENS RESTROOM 112,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MENS RESTROOM 112
MENS RESTROOM 112,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MENS RESTROOM 112
MENS RESTROOM 112,B,1,Wall Prime Paint,in-progress,,,2025/04/11,MENS RESTROOM 112
WOMENS RESTROOM 113,B,1,Wall Drywall,in-progress,,,2025/04/11,WOMENS RESTROOM 113
WOMENS RESTROOM 113,B,1,In Wall Insulation,in-progress,,,2025/04/11,WOMENS RESTROOM 113
WOMENS RESTROOM 113,B,1,Overhead Plumbing,in-progress,,,2025/04/11,WOMENS RESTROOM 113
WOMENS RESTROOM 113,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,WOMENS RESTROOM 113
WOMENS RESTROOM 113,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,WOMENS RESTROOM 113
WOMENS RESTROOM 113,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,WOMENS RESTROOM 113
WOMENS RESTROOM 113,B,1,Wall Prime Paint,in-progress,,,2025/04/11,WOMENS RESTROOM 113
CORRIDOR 110,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR 110
Storage 177,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,Storage 177
Storage 177,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,Storage 177
Storage 177,A,1,Overhead Plumbing,in-progress,,,2025/04/11,Storage 177
Storage 177,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,Storage 177
Storage 177,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,Storage 177
Storage 177,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,Storage 177
Storage 177,A,1,Wall Prime Paint,complete,,2025/04/11,2025/04/11,Storage 177
Storage 164,A,1,Wall Drywall,in-progress,,,2025/04/11,Storage 164
Storage 164,A,1,In Wall Insulation,in-progress,,,2025/04/11,Storage 164
Storage 164,A,1,Overhead Plumbing,in-progress,,,2025/04/11,Storage 164
Storage 164,A,1,Wall Drywall Finish,in-progress,,,2025/04/11,Storage 164
Storage 164,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,Storage 164
Storage 164,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,Storage 164
Storage 164,A,1,Wall Prime Paint,in-progress,,,2025/04/11,Storage 164
INVESTIGATIONS / MAJOR CASE 167,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,INVESTIGATIONS / MAJOR CASE 167
INVESTIGATIONS / MAJOR CASE 167,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,INVESTIGATIONS / MAJOR CASE 167
INVESTIGATIONS / MAJOR CASE 167,A,1,Overhead Plumbing,in-progress,,,2025/04/11,INVESTIGATIONS / MAJOR CASE 167
INVESTIGATIONS / MAJOR CASE 167,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,INVESTIGATIONS / MAJOR CASE 167
INVESTIGATIONS / MAJOR CASE 167,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,INVESTIGATIONS / MAJOR CASE 167
INVESTIGATIONS / MAJOR CASE 167,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,INVESTIGATIONS / MAJOR CASE 167
INVESTIGATIONS / MAJOR CASE 167,A,1,Wall Prime Paint,complete,,2025/04/11,2025/04/11,INVESTIGATIONS / MAJOR CASE 167
JUVENILLE INTERVIEWERS 166,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,JUVENILLE INTERVIEWERS 166
JUVENILLE INTERVIEWERS 166,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,JUVENILLE INTERVIEWERS 166
JUVENILLE INTERVIEWERS 166,A,1,Overhead Plumbing,in-progress,,,2025/04/11,JUVENILLE INTERVIEWERS 166
JUVENILLE INTERVIEWERS 166,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,JUVENILLE INTERVIEWERS 166
JUVENILLE INTERVIEWERS 166,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,JUVENILLE INTERVIEWERS 166
JUVENILLE INTERVIEWERS 166,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,JUVENILLE INTERVIEWERS 166
JUVENILLE INTERVIEWERS 166,A,1,Wall Prime Paint,in-progress,,,2025/04/11,JUVENILLE INTERVIEWERS 166
CORRIDOR 110,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR 110
CORRIDOR 110,B,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR 110
TRIAGE/RECEPTION 134,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,TRIAGE/RECEPTION 134
TRIAGE/RECEPTION 134,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,TRIAGE/RECEPTION 134
TRIAGE/RECEPTION 134,C,1,Overhead Plumbing,in-progress,,,2025/04/11,TRIAGE/RECEPTION 134
TRIAGE/RECEPTION 134,C,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,TRIAGE/RECEPTION 134
TRIAGE/RECEPTION 134,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,TRIAGE/RECEPTION 134
TRIAGE/RECEPTION 134,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,TRIAGE/RECEPTION 134
TRIAGE/RECEPTION 134,C,1,Wall Prime Paint,in-progress,,,2025/04/11,TRIAGE/RECEPTION 134
CORRIDOR144,A,1,Wall Drywall,in-progress,,,2025/04/11,CORRIDOR144
CORRIDOR144,A,1,In Wall Insulation,in-progress,,,2025/04/11,CORRIDOR144
CORRIDOR144,A,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR144
CORRIDOR144,A,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR144
CORRIDOR144,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR144
CORRIDOR144,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR144
CORRIDOR144,A,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR144
HUMAN RESOURCES 148,A,1,Wall Drywall,in-progress,,,2025/04/11,HUMAN RESOURCES 148
HUMAN RESOURCES 148,A,1,In Wall Insulation,in-progress,,,2025/04/11,HUMAN RESOURCES 148
HUMAN RESOURCES 148,A,1,Overhead Plumbing,in-progress,,,2025/04/11,HUMAN RESOURCES 148
HUMAN RESOURCES 148,A,1,Wall Drywall Finish,in-progress,,,2025/04/11,HUMAN RESOURCES 148
HUMAN RESOURCES 148,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,HUMAN RESOURCES 148
HUMAN RESOURCES 148,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,HUMAN RESOURCES 148
HUMAN RESOURCES 148,A,1,Wall Prime Paint,in-progress,,,2025/04/11,HUMAN RESOURCES 148
VEHICLE MAINTENANCE BAYS 186,SECTION D - GARAGE,1,Wall Drywall,in-progress,,,2025/04/11,VEHICLE MAINTENANCE BAYS 186
VEHICLE MAINTENANCE BAYS 186,SECTION D - GARAGE,1,In Wall Insulation,in-progress,,,2025/04/11,VEHICLE MAINTENANCE BAYS 186
VEHICLE MAINTENANCE BAYS 186,SECTION D - GARAGE,1,Overhead Plumbing,in-progress,,,2025/04/11,VEHICLE MAINTENANCE BAYS 186
VEHICLE MAINTENANCE BAYS 186,SECTION D - GARAGE,1,Wall Drywall Finish,in-progress,,,2025/04/11,VEHICLE MAINTENANCE BAYS 186
VEHICLE MAINTENANCE BAYS 186,SECTION D - GARAGE,1,Overhead Duct Insulation,in-progress,,,2025/04/11,VEHICLE MAINTENANCE BAYS 186
VEHICLE MAINTENANCE BAYS 186,SECTION D - GARAGE,1,Overhead Duct Rough In,in-progress,,,2025/04/11,VEHICLE MAINTENANCE BAYS 186
VEHICLE MAINTENANCE BAYS 186,SECTION D - GARAGE,1,Wall Prime Paint,in-progress,,,2025/04/11,VEHICLE MAINTENANCE BAYS 186
CORRIDOR 109,B,1,Wall Drywall,in-progress,,,2025/04/11,CORRIDOR 109
CORRIDOR 109,B,1,In Wall Insulation,in-progress,,,2025/04/11,CORRIDOR 109
CORRIDOR 109,B,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR 109
CORRIDOR 109,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR 109
CORRIDOR 109,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR 109
CORRIDOR 109,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR 109
CORRIDOR 109,B,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR 109
CORRIDOR 107,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,CORRIDOR 107
CORRIDOR 107,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,CORRIDOR 107
CORRIDOR 107,B,1,Overhead Plumbing,in-progress,,,2025/04/11,CORRIDOR 107
CORRIDOR 107,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,CORRIDOR 107
CORRIDOR 107,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CORRIDOR 107
CORRIDOR 107,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CORRIDOR 107
CORRIDOR 107,B,1,Wall Prime Paint,in-progress,,,2025/04/11,CORRIDOR 107
TECHNICAL SURVEELLANCE 188,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/04/11,TECHNICAL SURVEELLANCE 188
TECHNICAL SURVEELLANCE 188,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/04/11,TECHNICAL SURVEELLANCE 188
TECHNICAL SURVEELLANCE 188,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/04/11,TECHNICAL SURVEELLANCE 188
TECHNICAL SURVEELLANCE 188,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/04/11,TECHNICAL SURVEELLANCE 188
TECHNICAL SURVEELLANCE 188,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/04/11,TECHNICAL SURVEELLANCE 188
TECHNICAL SURVEELLANCE 188,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/04/11,TECHNICAL SURVEELLANCE 188
TECHNICAL SURVEELLANCE 188,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/04/11,TECHNICAL SURVEELLANCE 188
TST WORKSHOP 187,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/04/11,TST WORKSHOP 187
TST WORKSHOP 187,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/04/11,TST WORKSHOP 187
TST WORKSHOP 187,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/04/11,TST WORKSHOP 187
TST WORKSHOP 187,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/04/11,TST WORKSHOP 187
TST WORKSHOP 187,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/04/11,TST WORKSHOP 187
TST WORKSHOP 187,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/04/11,TST WORKSHOP 187
TST WORKSHOP 187,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/04/11,TST WORKSHOP 187
STAIR A,B,1,Wall Drywall,in-progress,,,2025/04/11,STAIR A
STAIR A,B,1,In Wall Insulation,in-progress,,,2025/04/11,STAIR A
STAIR A,B,1,Overhead Plumbing,in-progress,,,2025/04/11,STAIR A
STAIR A,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,STAIR A
STAIR A,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,STAIR A
STAIR A,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,STAIR A
STAIR A,B,1,Wall Prime Paint,in-progress,,,2025/04/11,STAIR A
OPERATIONS SUPPORT DIVISION 139,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,OPERATIONS SUPPORT DIVISION 139
OPERATIONS SUPPORT DIVISION 139,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,OPERATIONS SUPPORT DIVISION 139
OPERATIONS SUPPORT DIVISION 139,C,1,Overhead Plumbing,in-progress,,,2025/04/11,OPERATIONS SUPPORT DIVISION 139
OPERATIONS SUPPORT DIVISION 139,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,OPERATIONS SUPPORT DIVISION 139
OPERATIONS SUPPORT DIVISION 139,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,OPERATIONS SUPPORT DIVISION 139
OPERATIONS SUPPORT DIVISION 139,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,OPERATIONS SUPPORT DIVISION 139
OPERATIONS SUPPORT DIVISION 139,C,1,Wall Prime Paint,in-progress,,,2025/04/11,OPERATIONS SUPPORT DIVISION 139
BREAK ROOM CONFERENCE 182,C,1,Wall Drywall,in-progress,,,2025/04/11,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,In Wall Insulation,in-progress,,,2025/04/11,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Overhead Plumbing,in-progress,,,2025/04/11,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Wall Prime Paint,in-progress,,,2025/04/11,BREAK ROOM CONFERENCE 182
RECEPTION 179,C,1,Wall Drywall,in-progress,,,2025/04/11,RECEPTION 179
RECEPTION 179,C,1,In Wall Insulation,in-progress,,,2025/04/11,RECEPTION 179
RECEPTION 179,C,1,Overhead Plumbing,in-progress,,,2025/04/11,RECEPTION 179
RECEPTION 179,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,RECEPTION 179
RECEPTION 179,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,RECEPTION 179
RECEPTION 179,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,RECEPTION 179
RECEPTION 179,C,1,Wall Prime Paint,in-progress,,,2025/04/11,RECEPTION 179
MECHANICAL 192,C,1,Wall Drywall,in-progress,,,2025/04/11,MECHANICAL 192
MECHANICAL 192,C,1,In Wall Insulation,in-progress,,,2025/04/11,MECHANICAL 192
MECHANICAL 192,C,1,Overhead Plumbing,in-progress,,,2025/04/11,MECHANICAL 192
MECHANICAL 192,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,MECHANICAL 192
MECHANICAL 192,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MECHANICAL 192
MECHANICAL 192,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MECHANICAL 192
MECHANICAL 192,C,1,Wall Prime Paint,in-progress,,,2025/04/11,MECHANICAL 192
MIS EQUIPMENT STORAGE 138,C,1,Wall Drywall,in-progress,,,2025/04/11,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,In Wall Insulation,in-progress,,,2025/04/11,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Overhead Plumbing,in-progress,,,2025/04/11,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Wall Prime Paint,in-progress,,,2025/04/11,MIS EQUIPMENT STORAGE 138
SPECIAL OPERATION LT 143,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Overhead Plumbing,in-progress,,,2025/04/11,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Wall Prime Paint,in-progress,,,2025/04/11,SPECIAL OPERATION LT 143
MARINE SERGEANT 142,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Overhead Plumbing,in-progress,,,2025/04/11,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Wall Prime Paint,in-progress,,,2025/04/11,MARINE SERGEANT 142
TRAFFIC SERGEANT 141,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Overhead Plumbing,in-progress,,,2025/04/11,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Wall Prime Paint,in-progress,,,2025/04/11,TRAFFIC SERGEANT 141
VOLUNTEER/LIGHT DUTY 140,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Overhead Plumbing,in-progress,,,2025/04/11,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Wall Prime Paint,in-progress,,,2025/04/11,VOLUNTEER/LIGHT DUTY 140
IT MANAGER 137,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,IT MANAGER 137
IT MANAGER 137,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,IT MANAGER 137
IT MANAGER 137,C,1,Overhead Plumbing,in-progress,,,2025/04/11,IT MANAGER 137
IT MANAGER 137,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,IT MANAGER 137
IT MANAGER 137,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,IT MANAGER 137
IT MANAGER 137,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,IT MANAGER 137
IT MANAGER 137,C,1,Wall Prime Paint,in-progress,,,2025/04/11,IT MANAGER 137
PARTS STORAGE 189,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/04/11,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/04/11,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/04/11,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/04/11,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/04/11,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/04/11,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/04/11,PARTS STORAGE 189
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/04/11,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/04/11,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/04/11,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/04/11,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/04/11,SHIPPING STORAGE 190
SHOP FORMAN 184,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/04/11,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/04/11,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/04/11,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/04/11,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/04/11,SHOP FORMAN 184
