"Activity ID","Name","Start","Finish","Duration","Trade/Area","Predicted Location","Predicted Trade Name"
"998307423","MCP-2-Insulate S25 Piping","2025-12-17","2025-12-23","32","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP",""
"CN-F-Z01.DCH.S18.TB.2811","Terminate at EY05-SWGR-USS-26","2025-12-17","2025-12-19","16","UNO3A > 05 > 07 > 01 > 2 > 9 > 1 > 2","EYD1 USS Yard",""
"CX-10144","MYD1-gCUB RMU6 L3 (Control Power/RCx)","2025-12-18","2025-12-30","56","UNO3A > 06 > 01 > 1 > 2 > 5","MYD1 MCP",""
"CX-10231","MYD1-CTB L2 Yellow Tag","2025-12-18","2025-12-18","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 4","MYD1 MCP",""
"CX-10132","MYD1-RMU6 L2 (Control Power/RCx)","2025-12-18","2025-12-18","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 6","MYD1 MCP",""
"CX-F-Z01.MYD.S24.L2.1857","L2 QC Electrical Install-DC Power MY05-USS-6 (DC Power)","2025-12-18","2025-12-22","16","UNO3A > 05 > 08 > 1 > 9 > 2 > 2","EYD1 USS Yard","Mechanical Yard Equipment Placement"
"CN-F-Z02.EYD.S14.PRN.006","Pull & Port PRN Fiber from EY06-GPS to EY06-GEN-6","2025-12-18","2025-12-23","24","UNO3A > 05 > 07 > 02 > 2 > FTIS14 Zone 2 > 7 > 5","Zone 2 Conveyance","Generator Placement"
"CX-11364","EYD1-Ring 5 L2 GCQ (Control Power/RCX) 12-14","2025-12-18","2025-12-26","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CON-2102","DCH2-Hydrostatic Testing - HA20 thru 28","2025-12-18","2025-12-26","40","UNO3A > 05 > 06 > 3","DCH2",""
"CX-13023","DCH1-Electric Unit Heaters L2 YT","2025-12-18","2025-12-22","16","UNO3A > 06 > 01 > 4 > 4 > 3","DCH1",""
"CX-10664","MYD1-gCUB RMU4 L3","2025-12-21","2025-12-22","8","UNO3A > 06 > 01 > 1 > 2 > 5","MYD1 MCP",""
"CX-10680","MYD1-MCP1-Cooling Tower startup","2025-12-21","2025-12-23","16","UNO3A > 06 > 01 > 1 > 2 > gCUB","MYD1 MCP",""
"CX-10086","DCH1-Skidded Load Center A 05 L2 Yellow Tag","2025-12-21","2025-12-23","16","UNO3A > 06 > 01 > 4 > 4 > 3","DCH1",""
"470092083","DCH2-Fire Riser 1-573-Prime,1st,& Final Coat Paint","2025-12-21","2025-12-24","24","UNO3A > 05 > 06 > 3 > 3 > 4","DCH2",""
"CN-F-Z01.DCH.S39.HA-14.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-14 in Room 1-500-Zone 1 DCH","2025-12-21","2025-12-23","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-14.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-14 in Room 1-500-Zone 1 DCH","2025-12-21","2025-12-23","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.MYD.S36.LVCR.014","Pull,Term,& Test Security CAT-6 for NUN 1.21","2025-12-21","2025-12-31","56","UNO3A > 05 > 09 > 1 > 1","MYD1 MCP","Mechanical Yard Equipment Placement"
"CN-F-Z01.MYD.S36.L2.002","L2 QC Telecom Install-NUN 1.18","2025-12-21","2025-12-23","16","UNO3A > 05 > 09 > 1 > 1","MYD1 MCP","Mechanical Yard Equipment Placement"
"998296493","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Install Fire Suppression Equipment","2025-12-21","2026-01-06","80","UNO3A > 05 > 06 > 3 > 3 > 3","DCH2",""
"CON-BB-5375","EYD2-S14 Gen to GPS Pulls Group 5","2025-12-21","2025-12-24","24","UNO3A > 05 > 07 > 02 > 1 > 2","EYD2 Gen Yard","Generator Placement"
"998306753","MCP-1-Install GTU Supply/Return Ducting & Insulate","2025-12-21","2025-12-29","40","UNO3A > 05 > 08 > 1 > 2","MYD1 MCP",""
"998308253","MCP-6-Install Cooling Tower Receptacles Conduit","2025-12-21","2025-12-30","48","UNO3A > 05 > 08 > 1 > 5","MYD1 MCP","Electrical Yard Equipment Conduit"
"998308363","MCP-6-Pull/Term Heat Trace Circuits","2025-12-21","2025-12-30","48","UNO3A > 05 > 08 > 1 > 5","MYD1 MCP",""
"CON-998307","MCP-2-Cooling Tower Fill & Flush","2025-12-21","2025-12-29","40","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP","Backfill"
"CX-13483","MYD1-Cooling Tower2-L2 Yellow Tag","2025-12-21","2025-12-29","40","UNO3A > 06 > 01 > 4 > 5 > 2 > 1","MYD1 MCP",""
"CX-10176","EYD1-RMU Module 09 Level 3 (Control Power/RCx)","2025-12-22","2026-01-02","56","UNO3A > 06 > 01 > 1 > 3 > 3 > 1 > 1","EYD1 Gen Yard",""
"CX-10177","EYD1-RMU Module 10 Level 3 (Control Power/RCx)","2025-12-22","2026-01-02","56","UNO3A > 06 > 01 > 1 > 3 > 3 > 1 > 1","EYD1 Gen Yard",""
"CX-10178","EYD1-RMU Module 11 Level 3 (Control Power/RCx)","2025-12-22","2026-01-02","56","UNO3A > 06 > 01 > 1 > 3 > 3 > 1 > 1","EYD1 Gen Yard",""
"CX-10202","EYD1-USS Module 09 Level 3 (Control Power/RCx)","2025-12-22","2026-01-02","56","UNO3A > 06 > 01 > 1 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-10203","EYD1-USS Module 10 Level 3 (Control Power/RCx)","2025-12-22","2026-01-02","56","UNO3A > 06 > 01 > 1 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-10204","EYD1-USS Module 11 Level 3 (Control Power/RCx)","2025-12-22","2026-01-02","56","UNO3A > 06 > 01 > 1 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-10527","MYD1-USS-CUB-6 L3 (Control Power/RCx)","2025-12-22","2026-01-02","56","UNO3A > 06 > 01 > 1 > 2 > 1","MYD1 MCP",""
"CX-10663","MYD1-BPS-ATS L3","2025-12-22","2025-12-24","16","UNO3A > 06 > 01 > 1 > 2 > 7","MYD1 MCP",""
"CX-10223","MYD1-USS-CUB-6 L2 (Control Power/RCx)","2025-12-22","2025-12-22","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 2","MYD1 MCP",""
"CX-10588","MYD1-BPS-ATS L2 Yellow Tag","2025-12-22","2025-12-22","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 8","MYD1 MCP",""
"784071266","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Install Ceramic Tile","2025-12-22","2025-12-30","40","UNO3A > 05 > 06 > 3 > 3 > 3","DCH2",""
"CN-F-Z01.DCH.S29.1-500.0010","DCH1-QC Inspect Systems Raceway","2025-12-22","2025-12-23","8","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Electrical Yard Equipment Conduit"
"CN-F-Z01.DCH.S39.1-500.0025","Install Wall Drops for VESDA Loop S-1 in Room 1-500-Zone 1 DCH","2025-12-22","2025-12-23","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0036","Install Wall Drops for VESDA Loop N-1 in Room 1-500-Zone 1 DCH","2025-12-22","2025-12-23","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CX-12111","DCH1-Electric Unit Heaters L3","2025-12-22","2025-12-24","16","UNO3A > 06 > 01 > 1 > 4 > 3","DCH1",""
"998305433","MCP-7-Move Cooling Tower Platform from Build Area to Prefab Area","2025-12-22","2025-12-23","8","UNO3A > 05 > 08 > 2 > 5","MYD2 MCP","Concrete Formwork"
"998308463","MCP-6-Install Cooling Tower Lights","2025-12-22","2025-12-30","40","UNO3A > 05 > 08 > 1 > 5","MYD1 MCP",""
"CX-10697","MYD1-USS-CUB-4 L3","2025-12-23","2025-12-24","8","UNO3A > 06 > 01 > 1 > 2 > 1","MYD1 MCP",""
"CX-10503","EYD1-Generator 01 Endurance Run","2025-12-23","2025-12-29","24","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10512","EYD1-Generator 02 Endurance Run","2025-12-23","2025-12-24","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10513","EYD1-Generator 03 Endurance Run","2025-12-23","2025-12-24","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10577","DCH1-Skidded Load Center A-05 L3","2025-12-23","2025-12-24","8","UNO3A > 06 > 01 > 1 > 4 > 3","DCH1",""
"CX-10497","EYD1-Fuel Fill Station L2 Yellow Tag","2025-12-23","2025-12-23","0","UNO3A > 06 > 01 > 4 > 6 > 3","EYD1 Gen Yard","Backfill"
"CX-10502","EYD1-Fuel Fill Station L3","2025-12-23","2026-01-06","64","UNO3A > 06 > 01 > 1 > 3","EYD1 Gen Yard","Backfill"
"CN-F-Z01.DCH.S39.1-500.0026","Install Wall Drops for VESDA Loop S-2 in Room 1-500-Zone 1 DCH","2025-12-23","2025-12-24","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0037","Install Wall Drops for VESDA Loop N-2 in Room 1-500-Zone 1 DCH","2025-12-23","2025-12-24","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-15.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-15 in Room 1-500-Zone 1 DCH","2025-12-23","2025-12-26","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-15.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-15 in Room 1-500-Zone 1 DCH","2025-12-23","2025-12-26","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z02.DCH.S18.TB.2138","Complete Pathway to TAPBOX-43TOP in Zone 2 DCH","2025-12-23","2025-12-24","8","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S18.TB.2142","Complete Pathway to TAPBOX-43BOT in Zone 2 DCH","2025-12-23","2025-12-24","8","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S18.TB.2143","Complete Pathway to TAPBOX-44BOT in Zone 2 DCH","2025-12-23","2025-12-24","8","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CN-F-Z02.EYD.S18.HA69.74.0001","Install Cable Tray from Zone 2 USS 21-24 to Rows 69-74","2025-12-23","2025-12-29","24","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance","Electrical Yard Equipment Conduit"
"CN-F-Z02.DCH.S18.TB.155","Pull,Term,Test & Torque Feeder from EY06-SWGR-USS-1 to TAPBOX-39BOT","2025-12-23","2025-12-26","16","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 1","EYD1 USS Yard",""
"CN-F-Z02.DCH.S18.TB.163","Pull,Term,Test & Torque Feeder from EY06-SWGR-USS-1 to TAPBOX-40TOP","2025-12-23","2025-12-26","16","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 1","EYD1 USS Yard",""
"CN-F-Z02.DCH.S18.TB.174","Complete Pathway to TAPBOX-44TOP in Zone 2 DCH","2025-12-23","2025-12-31","40","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CN-F-Z02.EYD.S14.PRN.007","Pull & Port PRN Fiber from EY06-GPS to EY06-GEN-7","2025-12-23","2025-12-29","24","UNO3A > 05 > 07 > 02 > 2 > FTIS14 Zone 2 > 7 > 5","Zone 2 Conveyance","Generator Placement"
"CN-F-Z02.EYD.USS.25-31","EYD Zone 2 USS 25-26 Install Trestle Steel","2025-12-23","2025-12-31","40","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance","Structural Steel"
"CON-1141","BMS-DCH2-Terminate Fiber Loop","2025-12-23","2026-01-08","80","UNO3A > 05 > 06 > 4 > 2","DCH2",""
"CON-1231","BMS-DCH2-Leak Detection-Pull Wire-North West","2025-12-23","2025-12-31","40","UNO3A > 05 > 06 > 4 > 2","DCH2",""
"CON-1391","PMS-DCH1-Shiraz Bus Plugs-Terminate @ SPD Cabinets","2025-12-23","2025-12-31","40","UNO3A > 05 > 06 > 4 > 1","DCH1",""
"CON-BB-4715","EYD2-RMU to SSS-A MV Pulls","2025-12-23","2026-01-06","64","UNO3A > 05 > 07 > 02 > 1 > 4","EYD2 Gen Yard",""
"CON-BB-4755","EYD2-RMU to SSS-B MV Pulls","2025-12-23","2026-01-06","64","UNO3A > 05 > 07 > 02 > 1 > 4","EYD2 Gen Yard",""
"CON-BB-4825","EYD2-Perun to SSS-A MV Pulls","2025-12-23","2026-01-08","80","UNO3A > 05 > 07 > 02 > 1 > 4","EYD2 Gen Yard",""
"CON-BB-4835","EYD2-Perun to SSS-B MV Pulls","2025-12-23","2026-01-08","80","UNO3A > 05 > 07 > 02 > 1 > 4","EYD2 Gen Yard",""
"CON-BB-4975","EYD1-S18 USS 480 Tap Box Terms & Torques Group 2","2025-12-23","2026-01-08","80","UNO3A > 05 > 07 > 01 > 1 > 3","EYD1 Gen Yard",""
"CON-BB-5235","EYD2-S14 SSS-A to GPS MV/LV Pulls","2025-12-23","2025-12-31","40","UNO3A > 05 > 07 > 02 > 1 > 2","EYD2 Gen Yard",""
"CON-BB-5245","EYD2-S14 SSS-B to GPS MV/LV Pulls","2025-12-23","2025-12-31","40","UNO3A > 05 > 07 > 02 > 1 > 2","EYD2 Gen Yard",""
"998305203","MCP-7-Install CDW Piping @ CT Platform on Ground","2025-12-23","2025-12-30","32","UNO3A > 05 > 08 > 2 > 5","MYD2 MCP","Concrete Formwork"
"998307163","MCP-2-Install Heat Trace Supports & Conduit","2025-12-23","2025-12-29","24","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP","Electrical Yard Equipment Conduit"
"PRO-OFE-021","MYD2-Deliver Cooling Tower-07 (SPX)","2025-12-24","2025-12-24","0","UNO3A > 04 > 03 > 01 > 02 > 06","MYD2 MCP",""
"PRO-OFE-397","MYD2-Deliver MCP-09 CTS Support Steel Delivery (ETA 12/24)","2025-12-24","2025-12-24","0","UNO3A > 03 > 9","MYD2 MCP","Structural Steel"
"CX-10514","EYD1-Generator 04 Endurance Run","2025-12-25","2025-12-26","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10521","EYD1-Generator 05 Endurance Run","2025-12-25","2025-12-26","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10522","EYD1-Generator 06 Endurance Run","2025-12-25","2025-12-26","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"470009852","DCH2-Fire Riser 1-573-Set EUH","2025-12-25","2025-12-26","8","UNO3A > 05 > 06 > 3 > 3 > 4","DCH2",""
"CN-F-Z01.DCH.S39.1-500.0027","Install Wall Drops for VESDA Loop S-3 in Room 1-500-Zone 1 DCH","2025-12-25","2025-12-26","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0038","Install Wall Drops for VESDA Loop N-3 in Room 1-500-Zone 1 DCH","2025-12-25","2025-12-26","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z02.DCH.S18.TB.2146","Complete Pathway to TAPBOX-45TOP in Zone 2 DCH","2025-12-25","2025-12-26","8","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S18.TB.167","Pull,Term,Test & Torque Feeder from EY06-SWGR-USS-1 to TAPBOX-41TOP","2025-12-25","2025-12-29","16","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 1","EYD1 USS Yard",""
"CN-F-Z02.DCH.S18.TB.178","Complete Pathway to TAPBOX-45BOT in Zone 2 DCH","2025-12-25","2026-01-02","40","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S18.TB.182","Complete Pathway to TAPBOX-46BOT in Zone 2 DCH","2025-12-25","2026-01-02","40","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S18.TB.186","Complete Pathway to TAPBOX-46TOP in Zone 2 DCH","2025-12-25","2026-01-02","40","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance",""
"CON-BB-5385","EYD2-S14 Gen to GPS Pulls Group 6","2025-12-25","2025-12-30","24","UNO3A > 05 > 07 > 02 > 1 > 2","EYD2 Gen Yard","Generator Placement"
"CON-BB-4895","EYD2-RMU to XMFR MV Terms and Torques","2025-12-25","2026-01-02","40","UNO3A > 05 > 07 > 02 > 1 > 4","EYD2 Gen Yard",""
"998304653","MCP-9-Assemble Cooling Tower Platform on Ground (Davis)","2025-12-25","2026-01-07","64","UNO3A > 05 > 08 > 2 > 6","MYD2 MCP","Concrete Formwork"
"CX-12347","DCH2-Exhaust Fans L2 YT","2025-12-25","2025-12-26","8","UNO3A > 06 > 02 > 4 > 4 > 2","DCH2",""
"PRO-OFE-447","MYD2-Deliver Cooling Tower-07 (SPX) Delivery Delay (ETA 1/20)","2025-12-25","2026-01-20","128","UNO3A > 03 > 10","MYD2 MCP",""
"CX-10523","EYD1-Generator 07 Endurance Run","2025-12-28","2025-12-29","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10532","EYD1-Generator 08 Endurance Run","2025-12-28","2025-12-29","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10533","EYD1-Generator 09 Endurance Run","2025-12-28","2025-12-29","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"470090052","DCH2-Fire Riser 1-573-Install Finishes","2025-12-28","2025-12-29","8","UNO3A > 05 > 06 > 3 > 3 > 4","DCH2",""
"CN-F-Z01.DCH.S39.1-500.0028","Install Wall Drops for VESDA Loop S-4 in Room 1-500-Zone 1 DCH","2025-12-28","2025-12-29","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0039","Install Wall Drops for VESDA Loop N-4 in Room 1-500-Zone 1 DCH","2025-12-28","2025-12-29","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-16.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-16 in Room 1-500-Zone 1 DCH","2025-12-28","2025-12-30","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-16.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-16 in Room 1-500-Zone 1 DCH","2025-12-28","2025-12-30","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.MYD.S36.LVCR.015","Pull,Term,& Test Security CAT-6 for NUN 1.23","2025-12-28","2026-01-07","56","UNO3A > 05 > 09 > 1 > 1","MYD1 MCP","Mechanical Yard Equipment Placement"
"CX-13002","DCH2-Exhaust Fans L3","2025-12-28","2025-12-29","8","UNO3A > 06 > 02 > 1 > 3 > 2","DCH2",""
"CX-11934","EYD1 BMS/PMS Startup config RMU USS XMFR Ring 5 (12-14)","2025-12-28","2025-12-31","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"GG5233","Critical Generator L3 Cx Start","2025-12-29","2025-12-29","0","UNO3A > 01 > 06 > 01","EYD1 Gen Yard","Generator Placement"
"CX-10511","EYD1-Generator 01 L3","2025-12-29","2025-12-30","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10520","EYD1-Generator 02 L3","2025-12-29","2025-12-30","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10530","EYD1-Generator 03 L3","2025-12-29","2025-12-30","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10531","EYD1-Generator 04 L3","2025-12-29","2025-12-30","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10534","EYD1-Generator 10 Endurance Run","2025-12-29","2025-12-30","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10543","EYD1-Generator 11 Endurance Run","2025-12-29","2025-12-30","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10544","EYD1-Generator 12 Endurance Run","2025-12-29","2025-12-30","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10689","MYD1-Booster Pump House L3 & FIll","2025-12-29","2025-12-31","16","UNO3A > 06 > 01 > 1 > 2 > 7","MYD1 MCP","Backfill"
"CX-10984","MYD1-MCP2-Cooling Tower Startup","2025-12-29","2025-12-31","16","UNO3A > 06 > 01 > 1 > 2 > gCUB","MYD1 MCP",""
"CX-10589","MYD1-Booster Pump House L2 Yellow Tag","2025-12-29","2025-12-29","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 8","MYD1 MCP","Booster Pump System Installation"
"CN-F-Z01.DCH.S39.1-500.0029","Install Wall Drops for VESDA Loop S-5 in Room 1-500-Zone 1 DCH","2025-12-29","2025-12-30","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0040","Install Wall Drops for VESDA Loop N-5 in Room 1-500-Zone 1 DCH","2025-12-29","2025-12-30","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z02.DCH.S39.HA-20.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-20 in Room 1-550-Zone 2 DCH","2025-12-29","2025-12-31","16","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.HA-21.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-21 in Room 1-550-Zone 2 DCH","2025-12-29","2025-12-31","16","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.HA-22.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-22 in Room 1-550-Zone 2 DCH","2025-12-29","2025-12-31","16","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S18.TB.2176","Pull,Term,Test & Torque Feeder from EY06-SWGR-USS-2 to TAPBOX-43TOP","2025-12-29","2025-12-31","16","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 1","EYD1 USS Yard",""
"CN-F-Z02.DCH.S18.TB.2177","Pull,Term,Test & Torque Feeder from EY06-SWGR-USS-2 to TAPBOX-42TOP","2025-12-29","2025-12-31","16","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 1","EYD1 USS Yard",""
"CN-F-Z02.DCH.S18.TB.2178","Pull,Term,Test & Torque Feeder from EY06-SWGR-USS-2 to TAPBOX-39TOP","2025-12-29","2025-12-31","16","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 1","EYD1 USS Yard",""
"CN-F-Z02.EYD.S14.PRN.008","Pull & Port PRN Fiber from EY06-GPS to EY06-GEN-8","2025-12-29","2026-01-02","24","UNO3A > 05 > 07 > 02 > 2 > FTIS14 Zone 2 > 7 > 5","Zone 2 Conveyance","Generator Placement"
"PRO-OFE-014","MYD2-Deliver MCP-07","2025-12-29","2025-12-30","8","UNO3A > 04 > 03 > 01 > 02 > 06","MYD2 MCP",""
"719318817","Stair Install-FIRE PUMPHOUSE,BUILDOUT","2025-12-29","2026-01-06","40","UNO3A > 05 > 08 > 1 > 6 > 4","Fire Pump House","Booster Pump System Installation"
"998306733","MCP-1-Complete L2 Checklists","2025-12-29","2026-01-06","40","UNO3A > 05 > 08 > 1 > 2","MYD1 MCP",""
"998306973","MCP-2-Install Cooling Tower Receptacles Conduit","2025-12-29","2026-01-07","48","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP","Electrical Yard Equipment Conduit"
"998307083","MCP-2-Pull/Term Heat Trace Circuits","2025-12-29","2026-01-07","48","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP",""
"CX-10665","MYD1-gCUB RMU6 L3","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 2 > 5","MYD1 MCP",""
"CX-10541","EYD1-Generator 05 L3","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10542","EYD1-Generator 06 L3","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10559","EYD1-Generator 07 L3","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10560","EYD1-Generator 08 L3","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 3","EYD1 Gen Yard","Generator Placement"
"CX-10545","EYD1-Generator 13 Endurance Run","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10561","EYD1-Generator 14 Endurance Run","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CX-10562","EYD1-Generator 15 Endurance Run","2025-12-30","2025-12-31","8","UNO3A > 06 > 01 > 1 > 3 > 4 > 1","EYD1 Gen Yard","Generator Placement"
"CN-F-Z01.DCH.S39.1-500.0030","Install Wall Drops for VESDA Loop S-6 in Room 1-500-Zone 1 DCH","2025-12-30","2025-12-31","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0041","Install Wall Drops for VESDA Loop N-6 in Room 1-500-Zone 1 DCH","2025-12-30","2025-12-31","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-17.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-17 in Room 1-500-Zone 1 DCH","2025-12-30","2026-01-02","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-17.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-17 in Room 1-500-Zone 1 DCH","2025-12-30","2026-01-02","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
