"Activity ID","Name","Start","Finish","Duration","Trade/Area","Predicted Location","Predicted Trade Name"
"CN-F-Z01.EYD.S14.USS-18.172","Complete Pathway to EY05-SWGR-USS-18 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-19.173","Complete Pathway to EY05-SWGR-RMU-19 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-19.174","Complete Pathway to EY05-XFMR-USS-19 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-19.175","Complete Pathway to EY05-SWGR-USS-19 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-20.176","Complete Pathway to EY05-SWGR-RMU-20 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-20.177","Complete Pathway to EY05-XFMR-USS-20 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-20.178","Complete Pathway to EY05-SWGR-USS-20 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-21.179","Complete Pathway to EY05-SWGR-RMU-21 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-21.180","Complete Pathway to EY05-XFMR-USS-21 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-21.181","Complete Pathway to EY05-SWGR-USS-21 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-22.182","Complete Pathway to EY05-SWGR-RMU-22 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-22.183","Complete Pathway to EY05-XFMR-USS-22 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-22.184","Complete Pathway to EY05-SWGR-USS-22 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-23.185","Complete Pathway to EY05-SWGR-RMU-23 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-23.186","Complete Pathway to EY05-XFMR-USS-23 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-23.187","Complete Pathway to EY05-SWGR-USS-23 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-24.188","Complete Pathway to EY05-SWGR-RMU-24 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-24.189","Complete Pathway to EY05-XFMR-USS-24 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-24.190","Complete Pathway to EY05-SWGR-USS-24 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-25.191","Complete Pathway to EY05-SWGR-RMU-25 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-25.192","Complete Pathway to EY05-XFMR-USS-25 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-25.193","Complete Pathway to EY05-SWGR-USS-25 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-26.194","Complete Pathway to EY05-SWGR-RMU-26 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-26.195","Complete Pathway to EY05-XFMR-USS-26 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.USS-26.196","Complete Pathway to EY05-SWGR-USS-26 in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 2","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.EYD.S14.SSS-B.197","Complete Pathway to EY05-SWGR-SSS-B (E-House Power) in Zone 1 EYD","2025-11-07","2025-11-07","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 6 > 1","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"INTF.FRM.Z01.EYD.FGR","<-INTERFACE-From Zone 1 EYD at Final Grade","2025-11-07","2025-11-07","0","UNO3A > 05 > 07","Zone 1 Conveyance","Electrical Yard Equipment Placement"
"INTF.FRM.Z02.EYD.FGR","<-INTERFACE-From Zone 2 EYD at Final Grade","2025-11-07","2025-11-07","0","UNO3A > 05 > 07","Zone 2 Conveyance","Electrical Yard Equipment Placement"
"CN-F-Z01.DCH.S29.1-500.0001","DCH1-Install Supplemental Supports","2025-11-07","2025-11-07","24","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S29.1-500.0002","DCH1-Install Feeder Hangers","2025-11-07","2025-11-07","40","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z02.DCH.S29.1-550.0002","Install Feeder Hangers in Area 1-550-Zone 2 DCH","2025-11-07","2025-11-07","40","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z01.DCH.S29.1-500.0005","DCH1-Overhead Rough-in Feeder Raceway","2025-11-07","2025-11-07","80","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Electrical Yard Equipment Conduit"
"CN-F-Z02.DCH.S29.1-550.0005","Overhead Rough-in Feeder Raceway in Area 1-550-Zone 2 DCH","2025-11-07","2025-11-07","240","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance","Electrical Yard Equipment Conduit"
"CN-F-Z01.DCH.S29.1-500.0006","DCH1-Overhead Rough-in Branch Raceway","2025-11-07","2025-11-07","320","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Electrical Yard Equipment Conduit"
"CN-F-Z01.DCH.S29.1-500.0011","DCH1-In-Wall Rough-In Electrical","2025-11-07","2025-11-07","120","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S29.1-500.0012","DCH1-QC Inspect Electrical In-Wall","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S39.1-500.0003","Overhead Rough-In VESDA Loop S-1 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0004","Overhead Rough-In VESDA Loop S-2 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0005","Overhead Rough-In VESDA Loop S-3 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0006","Overhead Rough-In VESDA Loop S-4 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0007","Overhead Rough-In VESDA Loop S-5 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0008","Overhead Rough-In VESDA Loop S-6 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0009","Overhead Rough-In VESDA Loop S-7 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0010","Overhead Rough-In VESDA Loop S-8 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0011","Overhead Rough-In VESDA Loop S-9 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0012","Overhead Rough-In VESDA Loop S-10 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0013","Overhead Rough-In VESDA Loop S-11 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0014","Overhead Rough-In VESDA Loop N-1 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0015","Overhead Rough-In VESDA Loop N-2 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0016","Overhead Rough-In VESDA Loop N-3 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0017","Overhead Rough-In VESDA Loop N-4 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0018","Overhead Rough-In VESDA Loop N-5 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0019","Overhead Rough-In VESDA Loop N-6 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0020","Overhead Rough-In VESDA Loop N-7 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0021","Overhead Rough-In VESDA Loop N-8 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0022","Overhead Rough-In VESDA Loop N-9 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0023","Overhead Rough-In VESDA Loop N-10 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.1-500.0024","Overhead Rough-In VESDA Loop N-11 in Room 1-500-Zone 1 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0003","Overhead Rough-In VESDA Loop S-12 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0004","Overhead Rough-In VESDA Loop S-13 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0005","Overhead Rough-In VESDA Loop S-14 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0006","Overhead Rough-In VESDA Loop S-15 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0007","Overhead Rough-In VESDA Loop S-16 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0008","Overhead Rough-In VESDA Loop S-17 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0009","Overhead Rough-In VESDA Loop S-18 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0010","Overhead Rough-In VESDA Loop S-19 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0011","Overhead Rough-In VESDA Loop S-20 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0012","Overhead Rough-In VESDA Loop S-21 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0013","Overhead Rough-In VESDA Loop N-12 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0014","Overhead Rough-In VESDA Loop N-13 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0015","Overhead Rough-In VESDA Loop N-14 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0016","Overhead Rough-In VESDA Loop N-15 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0017","Overhead Rough-In VESDA Loop N-16 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0018","Overhead Rough-In VESDA Loop N-17 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0019","Overhead Rough-In VESDA Loop N-18 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0020","Overhead Rough-In VESDA Loop N-19 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0021","Overhead Rough-In VESDA Loop N-20 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0022","Overhead Rough-In VESDA Loop N-21 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0023","Install Wall Drops for VESDA Loop S-12 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0024","Install Wall Drops for VESDA Loop S-13 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0025","Install Wall Drops for VESDA Loop S-14 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0026","Install Wall Drops for VESDA Loop S-15 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0027","Install Wall Drops for VESDA Loop S-16 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0028","Install Wall Drops for VESDA Loop S-17 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0029","Install Wall Drops for VESDA Loop S-18 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0030","Install Wall Drops for VESDA Loop S-19 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0031","Install Wall Drops for VESDA Loop S-20 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0032","Install Wall Drops for VESDA Loop S-21 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0033","Install Wall Drops for VESDA Loop N-12 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0034","Install Wall Drops for VESDA Loop N-13 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0035","Install Wall Drops for VESDA Loop N-14 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0036","Install Wall Drops for VESDA Loop N-15 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0037","Install Wall Drops for VESDA Loop N-16 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0038","Install Wall Drops for VESDA Loop N-17 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0039","Install Wall Drops for VESDA Loop N-18 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0040","Install Wall Drops for VESDA Loop N-19 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0041","Install Wall Drops for VESDA Loop N-20 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z02.DCH.S39.1-550.0042","Install Wall Drops for VESDA Loop N-21 in Room 1-550-Zone 2 DCH","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 3 > 3 > 1 > 6","Zone 2 Conveyance",""
"CN-F-Z01.DCH.S29.1-500.0013","DCH1-Install & Tie-In Grounding Bus Bar 1 @ South Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0014","DCH1-Install & Tie-In Grounding Bus Bar 2 @ South Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0015","DCH1-Install & Tie-In Grounding Bus Bar 3 @ South Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0016","DCH1-Install & Tie-In Grounding Bus Bar 1 @ North Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0017","DCH1-Install & Tie-In Grounding Bus Bar 2 @ North Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0018","DCH1-Install & Tie-In Grounding Bus Bar 3 @ North Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0019","DCH1-Install & Tie-In Grounding Bus Bar 4 @ North Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0020","DCH1-Install & Tie-In Grounding Bus Bar 1 @ East Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S29.1-500.0021","DCH1-Install & Tie-In Grounding Bus Bar 2 @ East Perimeter","2025-11-07","2025-11-07","16","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1","Concrete Rebar"
"CN-F-Z01.DCH.S39.1-500.0069","DCH1-Install Fire Alarm Wall Drops","2025-11-07","2025-11-07","80","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S36.MDA-A.0001","DCH1-Place,Anchor,Fit-Out & Ground MDA-A ODF Racks","2025-11-07","2025-11-07","32","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S36.MDA-B.0001","DCH1-Place,Anchor,Fit-Out & Ground MDA-B ODF Racks","2025-11-07","2025-11-07","32","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S36.DCH.0001","DCH1-Place,Anchor,Fit-Out & Ground CCA-1","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S36.DCH.0002","DCH1-Place,Anchor,Fit-Out & Ground CCA-2","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S36.DCH.0003","DCH1-Place,Anchor,Fit-Out & Ground CCA-3","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
"CN-F-Z01.DCH.S36.DCH.0004","DCH1-Place,Anchor,Fit-Out & Ground CCB-1","2025-11-07","2025-11-07","8","UNO3A > 05 > 06 > 2 > 3 > 6","DCH1",""
