date,location,trade,status
2025/08/12,HUMAN RESOURCES 148,In Wall Insulation,complete
2025/08/12,HUMAN RESOURCES 148,Overhead Duct Insulation,complete
2025/08/12,HUMAN RESOURCES 148,Overhead Duct Rough In,no data
2025/08/12,HUMAN RESOURCES 148,Overhead Plumbing,complete
2025/08/12,HUMAN RESOURCES 148,Wall Drywall,complete
2025/08/12,HUMAN RESOURCES 148,Wall Drywall Finish,complete
2025/08/12,HUMAN RESOURCES 148,Wall Prime Paint,complete
2025/08/12,INTERNAL AFFAIRS 119,In Wall Insulation,complete
2025/08/12,INTERNAL AFFAIRS 119,Overhead Duct Insulation,complete
2025/08/12,INTERNAL AFFAIRS 119,Overhead Duct Rough In,complete
2025/08/12,INTERNAL AFFAIRS 119,Overhead Plumbing,complete
2025/08/12,INTERNAL AFFAIRS 119,Wall Drywall,complete
2025/08/12,INTERNAL AFFAIRS 119,Wall Drywall Finish,complete
2025/08/12,INTERNAL AFFAIRS 119,Wall Prime Paint,complete
2025/08/12,INTERNAL AFFAIRS 120,In Wall Insulation,complete
2025/08/12,INTERNAL AFFAIRS 120,Overhead Duct Insulation,complete
2025/08/12,INTERNAL AFFAIRS 120,Overhead Duct Rough In,complete
2025/08/12,INTERNAL AFFAIRS 120,Overhead Plumbing,not started
2025/08/12,INTERNAL AFFAIRS 120,Wall Drywall,complete
2025/08/12,INTERNAL AFFAIRS 120,Wall Drywall Finish,complete
2025/08/12,INTERNAL AFFAIRS 120,Wall Prime Paint,complete
2025/08/12,INTERVIEW / REVIEW ROOM 118,In Wall Insulation,no data
2025/08/12,INTERVIEW / REVIEW ROOM 118,Overhead Duct Insulation,complete
2025/08/12,INTERVIEW / REVIEW ROOM 118,Overhead Duct Rough In,complete
2025/08/12,INTERVIEW / REVIEW ROOM 118,Overhead Plumbing,complete
2025/08/12,INTERVIEW / REVIEW ROOM 118,Wall Drywall,complete
2025/08/12,INTERVIEW / REVIEW ROOM 118,Wall Drywall Finish,complete
2025/08/12,INTERVIEW / REVIEW ROOM 118,Wall Prime Paint,complete
2025/08/12,INTERVIEW/ REVIEW ROOM 121,In Wall Insulation,no data
2025/08/12,INTERVIEW/ REVIEW ROOM 121,Overhead Duct Insulation,complete
2025/08/12,INTERVIEW/ REVIEW ROOM 121,Overhead Duct Rough In,complete
2025/08/12,INTERVIEW/ REVIEW ROOM 121,Overhead Plumbing,complete
2025/08/12,INTERVIEW/ REVIEW ROOM 121,Wall Drywall,complete
2025/08/12,INTERVIEW/ REVIEW ROOM 121,Wall Drywall Finish,complete
2025/08/12,INTERVIEW/ REVIEW ROOM 121,Wall Prime Paint,complete
2025/08/12,INVESTIGATIONS / MAJOR CASE 167,In Wall Insulation,no data
2025/08/12,INVESTIGATIONS / MAJOR CASE 167,Overhead Duct Insulation,complete
2025/08/12,INVESTIGATIONS / MAJOR CASE 167,Overhead Duct Rough In,complete
2025/08/12,INVESTIGATIONS / MAJOR CASE 167,Overhead Plumbing,complete
2025/08/12,INVESTIGATIONS / MAJOR CASE 167,Wall Drywall,complete
2025/08/12,INVESTIGATIONS / MAJOR CASE 167,Wall Drywall Finish,complete
2025/08/12,INVESTIGATIONS / MAJOR CASE 167,Wall Prime Paint,complete
2025/08/12,IT 115,In Wall Insulation,no data
2025/08/12,IT 115,Overhead Duct Insulation,no data
2025/08/12,IT 115,Overhead Duct Rough In,no data
2025/08/12,IT 115,Overhead Plumbing,no data
2025/08/12,IT 115,Wall Drywall,complete
2025/08/12,IT 115,Wall Drywall Finish,complete
2025/08/12,IT 115,Wall Prime Paint,complete
2025/08/12,IT 135,In Wall Insulation,complete
2025/08/12,IT 135,Overhead Duct Insulation,complete
2025/08/12,IT 135,Overhead Duct Rough In,complete
2025/08/12,IT 135,Overhead Plumbing,complete
2025/08/12,IT 135,Wall Drywall,complete
2025/08/12,IT 135,Wall Drywall Finish,complete
2025/08/12,IT 135,Wall Prime Paint,complete
2025/08/12,IT MANAGER 136,In Wall Insulation,no data
2025/08/12,IT MANAGER 136,Overhead Duct Insulation,complete
2025/08/12,IT MANAGER 136,Overhead Duct Rough In,complete
2025/08/12,IT MANAGER 136,Overhead Plumbing,complete
2025/08/12,IT MANAGER 136,Wall Drywall,complete
2025/08/12,IT MANAGER 136,Wall Drywall Finish,complete
2025/08/12,IT MANAGER 136,Wall Prime Paint,complete
2025/08/12,IT MANAGER 137,In Wall Insulation,no data
2025/08/12,IT MANAGER 137,Overhead Duct Insulation,complete
2025/08/12,IT MANAGER 137,Overhead Duct Rough In,complete
2025/08/12,IT MANAGER 137,Overhead Plumbing,complete
2025/08/12,IT MANAGER 137,Wall Drywall,complete
2025/08/12,IT MANAGER 137,Wall Drywall Finish,complete
2025/08/12,IT MANAGER 137,Wall Prime Paint,complete
2025/08/12,JUVENILE INTERVIEW 165,In Wall Insulation,complete
2025/08/12,JUVENILE INTERVIEW 165,Overhead Duct Insulation,no data
2025/08/12,JUVENILE INTERVIEW 165,Overhead Duct Rough In,complete
2025/08/12,JUVENILE INTERVIEW 165,Overhead Plumbing,no data
2025/08/12,JUVENILE INTERVIEW 165,Wall Drywall,complete
2025/08/12,JUVENILE INTERVIEW 165,Wall Drywall Finish,complete
2025/08/12,JUVENILE INTERVIEW 165,Wall Prime Paint,complete
2025/08/12,JUVENILLE INTERVIEWERS 166,In Wall Insulation,no data
2025/08/12,JUVENILLE INTERVIEWERS 166,Overhead Duct Insulation,complete
2025/08/12,JUVENILLE INTERVIEWERS 166,Overhead Duct Rough In,no data
2025/08/12,JUVENILLE INTERVIEWERS 166,Overhead Plumbing,no data
2025/08/12,JUVENILLE INTERVIEWERS 166,Wall Drywall,complete
2025/08/12,JUVENILLE INTERVIEWERS 166,Wall Drywall Finish,complete
2025/08/12,JUVENILLE INTERVIEWERS 166,Wall Prime Paint,complete
2025/08/12,KEY ROOM 185,In Wall Insulation,complete
2025/08/12,KEY ROOM 185,Overhead Duct Insulation,in progress
2025/08/12,KEY ROOM 185,Overhead Duct Rough In,no data
2025/08/12,KEY ROOM 185,Overhead Plumbing,no data
2025/08/12,KEY ROOM 185,Wall Drywall,complete
2025/08/12,KEY ROOM 185,Wall Drywall Finish,complete
2025/08/12,KEY ROOM 185,Wall Prime Paint,complete
2025/08/12,LT 170,In Wall Insulation,complete
2025/08/12,LT 170,Overhead Duct Insulation,complete
2025/08/12,LT 170,Overhead Duct Rough In,complete
2025/08/12,LT 170,Overhead Plumbing,not started
2025/08/12,LT 170,Wall Drywall,complete
2025/08/12,LT 170,Wall Drywall Finish,complete
2025/08/12,LT 170,Wall Prime Paint,complete
2025/08/12,MACHINE ROOM 191,In Wall Insulation,no data
2025/08/12,MACHINE ROOM 191,Overhead Duct Insulation,no data
2025/08/12,MACHINE ROOM 191,Overhead Duct Rough In,no data
2025/08/12,MACHINE ROOM 191,Overhead Plumbing,no data
2025/08/12,MACHINE ROOM 191,Wall Drywall,no data
2025/08/12,MACHINE ROOM 191,Wall Drywall Finish,no data
2025/08/12,MACHINE ROOM 191,Wall Prime Paint,no data
2025/08/12,MAIN ELECTRICAL ROOM 123,In Wall Insulation,no data
2025/08/12,MAIN ELECTRICAL ROOM 123,Overhead Duct Insulation,no data
2025/08/12,MAIN ELECTRICAL ROOM 123,Overhead Duct Rough In,no data
2025/08/12,MAIN ELECTRICAL ROOM 123,Overhead Plumbing,no data
2025/08/12,MAIN ELECTRICAL ROOM 123,Wall Drywall,no data
2025/08/12,MAIN ELECTRICAL ROOM 123,Wall Drywall Finish,no data
2025/08/12,MAIN ELECTRICAL ROOM 123,Wall Prime Paint,no data
2025/08/12,MAIN JANITORIAL111,In Wall Insulation,no data
2025/08/12,MAIN JANITORIAL111,Overhead Duct Insulation,complete
2025/08/12,MAIN JANITORIAL111,Overhead Duct Rough In,complete
2025/08/12,MAIN JANITORIAL111,Overhead Plumbing,complete
2025/08/12,MAIN JANITORIAL111,Wall Drywall,complete
2025/08/12,MAIN JANITORIAL111,Wall Drywall Finish,complete
2025/08/12,MAIN JANITORIAL111,Wall Prime Paint,complete
2025/08/12,MARINE SERGEANT 142,In Wall Insulation,complete
2025/08/12,MARINE SERGEANT 142,Overhead Duct Insulation,complete
2025/08/12,MARINE SERGEANT 142,Overhead Duct Rough In,complete
2025/08/12,MARINE SERGEANT 142,Overhead Plumbing,complete
2025/08/12,MARINE SERGEANT 142,Wall Drywall,complete
2025/08/12,MARINE SERGEANT 142,Wall Drywall Finish,complete
2025/08/12,MARINE SERGEANT 142,Wall Prime Paint,complete
2025/08/12,MECHANICAL 192,In Wall Insulation,no data
2025/08/12,MECHANICAL 192,Overhead Duct Insulation,no data
2025/08/12,MECHANICAL 192,Overhead Duct Rough In,no data
2025/08/12,MECHANICAL 192,Overhead Plumbing,no data
2025/08/12,MECHANICAL 192,Wall Drywall,no data
2025/08/12,MECHANICAL 192,Wall Drywall Finish,no data
2025/08/12,MECHANICAL 192,Wall Prime Paint,no data
2025/08/12,MECHANICAL ROOM 122,In Wall Insulation,no data
2025/08/12,MECHANICAL ROOM 122,Overhead Duct Insulation,no data
2025/08/12,MECHANICAL ROOM 122,Overhead Duct Rough In,no data
2025/08/12,MECHANICAL ROOM 122,Overhead Plumbing,no data
2025/08/12,MECHANICAL ROOM 122,Wall Drywall,no data
2025/08/12,MECHANICAL ROOM 122,Wall Drywall Finish,no data
2025/08/12,MECHANICAL ROOM 122,Wall Prime Paint,no data
2025/08/12,MENS RESTROOM 112,In Wall Insulation,no data
2025/08/12,MENS RESTROOM 112,Overhead Duct Insulation,no data
2025/08/12,MENS RESTROOM 112,Overhead Duct Rough In,no data
2025/08/12,MENS RESTROOM 112,Overhead Plumbing,no data
2025/08/12,MENS RESTROOM 112,Wall Drywall,no data
2025/08/12,MENS RESTROOM 112,Wall Drywall Finish,no data
2025/08/12,MENS RESTROOM 112,Wall Prime Paint,no data
2025/08/12,MIS EQUIPMENT STORAGE 138,In Wall Insulation,no data
2025/08/12,MIS EQUIPMENT STORAGE 138,Overhead Duct Insulation,complete
2025/08/12,MIS EQUIPMENT STORAGE 138,Overhead Duct Rough In,complete
2025/08/12,MIS EQUIPMENT STORAGE 138,Overhead Plumbing,complete
2025/08/12,MIS EQUIPMENT STORAGE 138,Wall Drywall,complete
2025/08/12,MIS EQUIPMENT STORAGE 138,Wall Drywall Finish,complete
2025/08/12,MIS EQUIPMENT STORAGE 138,Wall Prime Paint,complete
2025/08/12,MIS SHREDDING 117,In Wall Insulation,no data
2025/08/12,MIS SHREDDING 117,Overhead Duct Insulation,no data
2025/08/12,MIS SHREDDING 117,Overhead Duct Rough In,no data
2025/08/12,MIS SHREDDING 117,Overhead Plumbing,no data
2025/08/12,MIS SHREDDING 117,Wall Drywall,no data
2025/08/12,MIS SHREDDING 117,Wall Drywall Finish,no data
2025/08/12,MIS SHREDDING 117,Wall Prime Paint,no data
2025/08/12,OFFICE 128,In Wall Insulation,no data
2025/08/12,OFFICE 128,Overhead Duct Insulation,complete
2025/08/12,OFFICE 128,Overhead Duct Rough In,complete
2025/08/12,OFFICE 128,Overhead Plumbing,no data
2025/08/12,OFFICE 128,Wall Drywall,complete
2025/08/12,OFFICE 128,Wall Drywall Finish,complete
2025/08/12,OFFICE 128,Wall Prime Paint,complete
2025/08/12,OPERATIONS SUPPORT DIVISION 139,In Wall Insulation,no data
2025/08/12,OPERATIONS SUPPORT DIVISION 139,Overhead Duct Insulation,complete
2025/08/12,OPERATIONS SUPPORT DIVISION 139,Overhead Duct Rough In,complete
2025/08/12,OPERATIONS SUPPORT DIVISION 139,Overhead Plumbing,no data
2025/08/12,OPERATIONS SUPPORT DIVISION 139,Wall Drywall,complete
2025/08/12,OPERATIONS SUPPORT DIVISION 139,Wall Drywall Finish,complete
2025/08/12,OPERATIONS SUPPORT DIVISION 139,Wall Prime Paint,complete
2025/08/12,PARTS STORAGE 189,In Wall Insulation,no data
2025/08/12,PARTS STORAGE 189,Overhead Duct Insulation,no data
2025/08/12,PARTS STORAGE 189,Overhead Duct Rough In,no data
2025/08/12,PARTS STORAGE 189,Overhead Plumbing,no data
2025/08/12,PARTS STORAGE 189,Wall Drywall,complete
2025/08/12,PARTS STORAGE 189,Wall Drywall Finish,complete
2025/08/12,PARTS STORAGE 189,Wall Prime Paint,complete
2025/08/12,PUBLIC RESTROOM 106,In Wall Insulation,no data
2025/08/12,PUBLIC RESTROOM 106,Overhead Duct Insulation,no data
2025/08/12,PUBLIC RESTROOM 106,Overhead Duct Rough In,no data
